,valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
97283,0.688,1963,0.405,['The Beach Boys'],0.543,128733,0.621,0,01U4F4vvMFFDtH1LYbRerN,1.36E-06,10,0.0964,-6.527,1,Be True to Your School (Mono),19,1963-10-07,0.0347,138.472
161836,0.825,1976,0.00708,['England Dan & John Ford Coley'],0.564,203640,0.523,0,07vjgCVvOLSPcgGVNmBnru,2.26E-06,0,0.328,-12.404,1,Westward Wind,28,1976,0.0272,134.596
118101,0.714,1986,0.737,['Juan Luis Guerra y 440'],0.641,205253,0.721,0,7bhznAy1zyudLUiNzPDr3s,8.12E-05,2,0.425,-6.441,1,Amor de Conuco,37,1986-01-01,0.101,109.958
72373,0.192,2006,0.718,"['Selah', 'Melodie Crittenden']",0.269,250520,0.263,0,1lPGxDeTa2v3DKeWL1f1Ov,0,3,0.125,-9.368,1,Bless The Broken Road,53,2006-08-08,0.0321,83.445
148240,0.249,1983,0.264,['Earl Thomas Conley'],0.62,278693,0.415,0,3vv35C1UVxbHutqSFcVrHJ,0.00149,4,0.0816,-15.05,1,Crowd Around the Corner,22,1983,0.0334,132.264
158215,0.482,1958,0.67,"['Maurice Chevalier', 'MGM Studio Chorus', 'Hermione Gingold']",0.393,85800,0.434,0,1BfUQ7Fsk0umu8kHsCdo4J,0,7,0.453,-13.624,1,Change of Heart / End Title,6,1958-08-04,0.0528,78.082
113889,0.955,1965,0.766,['Paul Revere & The Raiders'],0.543,169533,0.799,0,6GowC8GxwjbTqlsbyRRVuK,7.58E-06,3,0.973,-10.473,1,"Louie, Louie",18,1965-05-24,0.0489,133.683
69574,0.293,1992,0.664,['Indigo Girls'],0.408,314573,0.397,0,2MEeX1MIF33VUw15pTmBfR,0,7,0.0869,-9.154,1,Ghost,39,1992-06-03,0.0284,76.888
40680,0.68,1937,0.762,['Carmen Miranda'],0.697,187427,0.292,0,5Q1dFdGvZqlmkJcSEMTD01,0.00139,11,0.0937,-14.615,1,Camisa Listada,2,1937,0.101,93.561
5307,0.277,1948,0.981,"['Doris Day', 'Paul Weston And His Orchestra', 'The Norman Luboff Choir']",0.34,147667,0.0367,0,6brC1Xc0ZJw5bmCQw0oYjn,0.000304,2,0.121,-16.663,1,On Moonlight Bay (with Paul Weston & His Orchestra & The Norman Luboff Choir),6,1948,0.029,91.627
42642,0.165,1947,0.961,"['Wolfgang Amadeus Mozart', 'George Szell', 'Cleveland Orchestra']",0.324,468720,0.104,0,1H454Kpk0rArDraGPlPNLP,0.851,3,0.1,-17.133,1,"Symphony No. 39 in E-Flat Major, K. 543: I. Adagio - Allegro",0,1947,0.0401,154.804
28089,0.748,1967,0.135,['Jacqueline Taieb'],0.57,136933,0.586,0,4CeHrAL1fGUi94RIk3Z2H2,0.000288,0,0.316,-7.24,1,7 heures du matin,43,1967-04-03,0.0335,61.073
93081,0.7,1935,0.953,"['Kakkia Mendri', 'Lidia Likiardopoulou']",0.348,174253,0.574,0,5IfRFnn1mucz0rRBYX6gOE,0.612,0,0.0941,-9.391,1,Roumpa,0,1935-01-01,0.0391,94.298
54368,0.407,2005,0.133,['Acceptance'],0.411,184440,0.702,0,3Nnm4EROP8wEnMpcmapvLR,0,1,0.0973,-4.702,1,So Contagious,51,2005-04-26,0.0334,178.493
11390,0.729,1978,0.0543,['Heatwave'],0.712,262507,0.757,0,0QX4u1gl2VZ6HKShy7BWEn,0.000405,2,0.201,-10.045,1,The Groove Line,48,1978-03-18,0.0352,120.165
34960,0.893,2002,0.155,['Dave Matthews Band'],0.527,306347,0.908,0,65JmIZCsgkw2mbfobxt1CR,8.89E-05,11,0.581,-5.105,0,Grey Street,52,2002-07-16,0.036,99.482
35357,0.58,2004,0.496,['Maroon 5'],0.618,276787,0.504,0,2sLS4tVaEoMYrNS67PVz0V,4.73E-06,11,0.698,-9.328,0,She Will Be Loved - Acoustic,71,2004,0.0319,98.12
104499,0.726,1999,0.0413,['Miguel Bosé'],0.751,263173,0.71,0,1wJneaMg40pI9qxGXPxG9X,0.0378,2,0.0827,-8.026,1,Amante Bandido,55,1999-10-11,0.0299,130.797
13538,0.737,1989,0.000272,['Pixies'],0.59,124773,0.77,0,1yJiE307EBIzOB9kqH1deb,0.411,10,0.0811,-12.147,1,Wave of Mutilation,54,1989-04-17,0.0346,132.613
1058,0.562,1927,0.787,['Marty Murray'],0.307,186653,0.407,0,0I7jQoYxpyn8z37CdkEtqs,0.0015,4,0.243,-10.668,0,Heart of Gold,0,1927,0.034,174.542
6661,0.609,1955,0.875,['Charlie Parker'],0.686,175000,0.229,0,1qJXyjyunPZG7lnvwRNGiI,0.036,8,0.123,-10.723,1,Bluebird - New Take 1,34,1955-06-01,0.0897,123.471
163968,0.244,1987,0.888,['Zakir Hussain'],0.508,749467,0.208,0,6qqF3A8jjiS9k0Vpi8zcSa,0.735,4,0.0969,-28.232,1,Making Music,35,1987-05-01,0.0841,99.646
7824,0.0391,1961,0.994,"['Camille Saint-Saëns', 'Philippe Entremont', 'Gaby Casadesus', 'Yo-Yo Ma']",0.211,184707,0.00756,0,0DxTEuqiERU7W4Cfy6IeLa,0.89,7,0.0734,-33.123,1,"Carnival of the Animals, R. 125: The Swan",58,1961,0.0455,118.247
134809,0.724,1990,0.00477,['Ratt'],0.556,290200,0.823,0,27F0Id12GnwEMwUXqupiaP,0.0149,7,0.0583,-10.711,1,One Step Away,33,1990-07-31,0.038,129.875
159331,0.547,1963,0.758,['James Brown'],0.488,643787,0.324,0,3Vqoi7KXmj5bKeYMXRh5gR,1.13E-05,5,0.176,-10.373,1,"Lost Someone - Live At The Apollo Theater, 1962",14,1963-05-01,0.0488,96.508
77810,0.925,1947,0.971,"['Saraswati Rane', 'G. M. Durrani']",0.572,166069,0.376,0,3hZNU4jNL7Ss0kyxLXE0a2,0.00191,9,0.802,-13.471,1,Woh Peete Gaye Hum Pilate Gaye,0,1947-12-31,0.14,124.584
23358,0.736,1943,0.614,['Lead Belly'],0.396,153731,0.287,0,2H5I2jH11KCl7mT1DiNpIO,0,5,0.454,-14.406,1,Old Man,0,1943,0.147,211.545
40012,0.707,1933,0.991,['Jone Cacciagli Con Orchestra Carlo Zeme'],0.598,162507,0.361,0,6tYUgyaGgXa7n2ALuKpImb,0.000964,1,0.305,-10.875,1,Caro Papà,1,1933,0.0996,141.463
12918,0.559,1986,0.0291,['Hombres G'],0.506,184360,0.809,0,3quyxN3SapEsojxk1Uw10K,0.000234,10,0.0909,-5.754,1,El ataque de las chicas cocodrilo,67,1986,0.0539,119.651
38339,0.868,2019,0.172,['Clairo'],0.742,260520,0.546,0,6UFivO2zqqPFPoQYsEMuCc,0.38,1,0.115,-7.694,1,Bags,73,2019-08-02,0.0315,104.996
18348,0.156,2013,0.0594,"['JAY-Z', 'Justin Timberlake']",0.676,338413,0.534,1,37jTPJgwCCmIGMPB45jrPV,8.59E-06,2,0.256,-6.901,0,Holy Grail,63,2013-07-04,0.0831,145.082
158607,0.396,1960,0.981,"['Ludwig van Beethoven', 'Michael Tilson Thomas', ""Orchestra of St. Luke's""]",0.448,60000,0.243,0,3LZ5eTdqoIoD6mkSgyKr41,0.911,3,0.161,-21.813,1,"Twelve Contredanses for Orchestra, WoO 14: Contredanse No. 5 in E-Flat Major",10,1960,0.0411,138.752
37205,0.905,2013,0.278,"['Earl Sweatshirt', 'Frank Ocean']",0.716,205800,0.568,1,0fAehaneUJdlSlWXYe1KZp,1.98E-06,2,0.385,-8.904,1,Sunday (feat. Frank Ocean),62,2013-08-16,0.212,136.894
161826,0.208,1976,0.31,['Rush'],0.272,433000,0.664,0,1ffJFIGBMPvX69ZBJPvfRV,0.0244,7,0.982,-8.776,1,In The End - Live,22,1976-09-29,0.0557,134.301
148112,0.374,1982,0.338,['Paul McCartney'],0.358,263280,0.485,0,5zWre4bc1WWXaKpmaZguPd,0,0,0.505,-9.395,1,Tug Of War - Remixed 2015,32,1982-04-26,0.0372,83.654
6049,0.395,1952,0.888,"[""Anita O'Day""]",0.399,188733,0.132,0,72HkTcqBygOpFXarrRTHAl,0,3,0.295,-15.007,1,Lullaby Of The Leaves,25,1952-01-01,0.0332,144.567
84628,0.829,1981,0.81,['Kraftwerk'],0.931,306200,0.342,0,3kW6TmJZY1jLf1PXlLdANt,0.854,2,0.145,-12.472,0,Computer World - 2009 Remaster,28,1981,0.0613,129.483
149890,0.165,1991,0.994,['George Winston'],0.382,208599,0.0338,0,0jBvE3YLYfsEcpIhtSr9Jf,0.871,9,0.0716,-20.965,1,"Loreta and Desiree's Bouquet, Pt. 2",30,1991-10-08,0.0439,96.425
54459,0.725,2006,0.542,['LA INDIA'],0.42,313560,0.753,0,2NCmyKVXhY4iPBXaRCajoi,1.87E-05,7,0.413,-7.347,1,Mi Mayor Venganza,57,2006-01-01,0.062,81.417
5576,0.973,1949,0.305,['Pérez Prado'],0.897,100347,0.96,0,4KL2u7Lu4M74mhPR2emRQ9,0.794,7,0.0502,-6.799,1,Heigh-Ho (The Dwarfs' Marching Song),14,1949,0.112,118.024
88308,0.758,2000,0.0109,['Wayne Wonder'],0.728,190547,0.745,0,5rPyO5CaUB6dLAG5c3241y,0,1,0.324,-5.677,1,Watching You,44,2000-07-21,0.0926,96.09
130904,0.815,1970,0.434,['Leon Russell'],0.621,252933,0.812,0,0UD5hGhgNOF2QJYVVFJt1E,3.18E-06,0,0.155,-11.791,1,I Put A Spell On You,23,1970,0.0595,136.036
120326,0.583,1997,5.44E-05,['blink-182'],0.425,199973,0.978,0,5IKqS0Kmme9uVOVjulysEV,0.000267,11,0.124,-5.154,1,Josie,51,1997-01-01,0.109,99.867
31853,0.67,1986,0.0609,['The Kinks'],0.512,222147,0.671,0,0wtZQyqCVwaF5QuqkbHZT9,0,7,0.247,-11.042,1,Father Christmas,43,1986-06-01,0.0731,153.45
101922,0.511,1986,0.0162,['Spectre General'],0.415,218027,0.879,0,1FZ3shpfYLi8iriNH9xPMM,1.19E-05,2,0.455,-8.634,1,Nothin's Gonna Stand In Our Way,28,1986,0.064,145.027
116232,0.818,1977,0.887,['Mohammadreza Shajarian'],0.529,172513,0.178,0,4ybSgORQfh1OQ4KV5Kp2Vu,0.389,11,0.108,-18.363,1,Gheteye Zarbi,25,1977-02-09,0.0402,113.26
4161,0.531,1942,0.988,"['Traditional', 'Paul Robeson Jr.', 'Lawrence Brown']",0.354,145800,0.114,0,0DGvtziK6jdK6x1Qp7PeEG,6.56E-05,11,0.1,-18.225,1,By an' By,0,1942,0.036,101.495
39694,0.221,1931,0.98,"['Frédéric Chopin', 'Robert Lortat']",0.267,167960,0.0678,0,4V6YnFXg39i3GpGqefanlv,0.893,0,0.103,-21.988,0,"12 Études, Op. 10: No. 12 in C Minor ""Revolutionary""",0,1931,0.033,83.101
142125,0.896,1950,0.939,"['?ικα?ε?ίνη Τά??η', '?.??α?ζή?', 'Σ?έ?ανο? ?α??άλη?']",0.537,208004,0.464,0,1SheuZRBOzu1w7pmGrL9iM,0.000133,2,0.151,-6.764,0,?έλβινο και Τ?αμο??ιά,0,1950-01-01,0.0318,93.247
100371,0.526,1978,0.591,['kalapana'],0.618,159533,0.399,0,23he0kCJjSC0R660SjGeWH,2.81E-06,6,0.114,-12.007,1,Nightbird,33,1978-10-23,0.0331,117.24
143553,0.175,1957,0.673,['Julie London'],0.544,184840,0.173,0,3Dqcg5X74bJYL5ZrS7cfTs,1.23E-06,0,0.0989,-13.711,0,Somebody Loves Me,10,1957,0.0412,94.685
117371,0.849,1982,0.266,['Don Henley'],0.538,214174,0.626,0,5CF1tiBY1XB6vzDVSnxbyg,0,1,0.617,-5.952,0,I Can't Stand Still,29,1982-08-13,0.028,70.845
161610,0.332,1975,0.438,['?�キ?�オ?�シ?�オ'],0.394,340952,0.48,0,2o8sQw0n5T6TKayRzf5i4A,0.478,7,0.0581,-13.621,1,?�・??��??I,25,1975-01-25,0.0329,93.14
48781,0.449,1977,0.0699,['Dennis Wilson'],0.559,262907,0.402,0,54WlKznadriUurqSZOoDZ2,0.00105,10,0.15,-14.504,0,Dreamer,41,1977,0.0564,76.831
77133,0.274,1942,0.976,['Giacomo Rondinella'],0.375,211905,0.219,0,3lQAvKc420FEIj93v6ydPJ,0.0206,3,0.236,-17.184,0,Canzuncella 'mbriaca,0,1942-11-23,0.0551,141.537
26610,0.526,1960,0.668,['John Coltrane'],0.423,145440,0.494,0,0m9kjCcQ6jSGBNuTAr0d0i,0.0753,4,0.103,-14.248,0,Countdown,31,1960,0.0629,172.715
72567,0.104,2007,1.69E-05,['The Black Dahlia Murder'],0.507,230693,0.993,0,430xmK8Tw4J4VG8PxCqO4I,0.000665,5,0.0804,-3.44,1,What a Horrible Night to Have a Curse,51,2007,0.139,108.012
38887,0.595,1927,0.996,['Francisco Canaro'],0.402,180320,0.106,0,7C6PHefcFqeka25q4fNaCI,0.484,2,0.116,-16.596,0,María - Instrumental (Remasterizado),0,1927-09-04,0.0635,171.583
160055,0.194,1967,0.98,"['Traditional', 'The Philadelphia Brass Ensemble']",0.199,118200,0.0612,0,2sw6Yy63N3GAiQQPPuz85i,0.821,5,0.242,-18.312,1,O Sanctissima,17,1967,0.0366,58.968
90127,0.805,2009,0.00842,['Hardrive'],0.785,390560,0.855,0,22eUyC9vOG2aoP5yHX8VxV,0.00222,11,0.148,-7.425,0,Deep Inside,55,2009,0.0678,123.664
35827,0.767,2006,0.0106,"['Fat Joe', 'Lil Wayne']",0.744,247413,0.697,1,4JPCdSaqs9dJd7RatFSHww,0,11,0.0842,-5.063,0,Make It Rain,59,2006-11-14,0.197,149.28
140712,0.317,2020,0.0619,['King Von'],0.831,188160,0.683,1,6bS4tKhTqHBc1UEjVz4tUF,0,10,0.0767,-7.696,0,Why He Told,66,2020-10-30,0.251,145.963
123954,0.853,2016,0.536,['Glass Animals'],0.796,196570,0.794,0,7GHqPV9RCRofSXh68htAkg,0.29,5,0.0896,-5.661,0,Cane Shuga,57,2016-08-26,0.0386,136.055
68843,0.248,1989,0.837,"['Gal Costa', 'Antônio Carlos Jobim']",0.452,188080,0.182,0,4OID5ZgFFWJzAH5jdetEAn,0.000182,0,0.973,-21.331,1,Corcovado,51,1989,0.0499,130.993
116641,0.613,1979,0.00925,['Judas Priest'],0.497,181773,0.905,0,60Vg8hPUTzQQ964kqRvmej,3.49E-05,6,0.122,-6.893,0,Killing Machine,24,1979,0.134,88.486
161232,0.189,1973,0.69,"['David Haskell', 'Godspell Ensemble']",0.372,116400,0.4,0,7C4MjeTJ1qMdNtA1hMulHn,0,11,0.219,-10.552,1,Prepare Ye (The Way of the Lord),20,1973,0.0661,74.048
169837,0.805,2016,0.611,['Gerardo Ortiz'],0.472,181987,0.673,0,4DylHCW46VE8AmQiW1EjUZ,0.000237,10,0.0973,-2.798,1,Amor Confuso,57,2016-02-19,0.0288,149.605
126791,0.512,1950,0.995,['Marjorie Mazia'],0.38,173400,0.09,0,1DSUgFhJh5E3wscfnklKqt,0.946,0,0.0979,-26.073,1,Rhythmic Exercises - 6/8 Rhythm,0,1950-01-01,0.0364,200.516
79408,0.672,1955,0.79,['Tito Puente'],0.524,179599,0.962,0,0fxqN1rUcdrFbGbdYXCTSw,0.41,9,0.175,-2.818,1,Mambo Típico,6,1955-01-01,0.0387,145.13
135862,0.398,1995,0.146,['Misfits'],0.413,133347,0.857,0,4AYUejlbusnbZY7s2z2C9G,0.416,9,0.4,-10.247,0,Halloween II,35,1995-01-01,0.042,83.115
19178,0.76,2017,0.593,['Old Dominion'],0.725,184080,0.438,0,2A69wys3S9uiPSmn6UZWJn,0,6,0.0842,-9.602,1,Written in the Sand,69,2017-08-25,0.0575,83.984
107820,0.597,2015,0.353,['Ariel Camacho y Los Plebes Del Rancho'],0.534,282885,0.618,0,5CjrMbWa5HP0cY3sT28RDi,0,0,0.323,-4.56,1,Yo Quisiera Entrar,58,2015-11-06,0.0333,150.267
3277,0.529,1938,0.987,"['Billie Holiday', 'Teddy Wilson']",0.723,171733,0.0865,0,5BZVfaEMQ22LUwh5pdoENl,0.00101,4,0.163,-15.228,0,You're so Desirable (with Teddy Wilson & His Orchestra) - Take 1,7,1938,0.0469,108.112
78607,0.229,1951,0.916,"['Felix Mendelssohn', 'Jascha Heifetz', 'Charles Münch', 'Boston Symphony Orchestra']",0.297,660013,0.198,0,0h0fULdFFDJdGDel54TXck,0.189,4,0.189,-17.706,0,"Violin Concerto in E Minor, Op. 64: I. Allegro molto appassionato",0,1951,0.0391,108.9
134563,0.221,1989,0.886,['Patrick Bruel'],0.514,219227,0.248,0,1Ek1OEhcEw9gRr5fxVizhk,0.0177,7,0.0862,-14.635,1,J'te l'dis quand même,55,1989-10-16,0.047,127.733
30917,0.441,1981,0.185,"['Meat Loaf', 'Cher']",0.287,260693,0.975,0,6LR5yuN6XStHDZiusCxqYe,0.00924,10,0.46,-8.732,1,Dead Ringer for Love (with Cher),47,1981-09-04,0.0796,169.424
38015,0.15,2017,0.435,['Gang of Youths'],0.223,422147,0.523,1,22TntnVO3lQNDR5nsvxGRs,0.283,0,0.225,-9.281,0,Achilles Come Down,67,2017-08-18,0.0466,179.83
164469,0.763,1989,0.0297,['Bad Boys Blue'],0.737,321840,0.309,0,1ZCJSzvIq1ftluMRKqjklN,0.000511,0,0.313,-12.437,0,You're a Woman,46,1989-02-20,0.0426,118.218
75938,0.766,1930,0.995,['?α?κή ???ή???α ?ι?άλη Φελο?ζή'],0.435,178973,0.42,0,3FXmPyC11gJbToLgF324Rc,0.214,0,0.68,-10.206,1,??ινάκι,0,1930-01-01,0.076,66.947
166747,0.3,2001,0.376,"['Boyz II Men', 'Mariah Carey']",0.572,279440,0.513,0,5OnnCaaLL6ooi2JBWI2Y7t,0,1,0.0792,-8.245,1,One Sweet Day - w / Mariah Carey,36,2001-10-30,0.0298,128.282
49609,0.679,1982,0.0559,['Elvis Costello & The Attractions'],0.266,154587,0.709,0,5qIWEtVAzylkR5zzMEk5uA,3.48E-05,2,0.0824,-9.241,1,Beyond Belief,40,1982,0.117,183.057
30540,0.931,1980,0.0893,['The Jim Carroll Band'],0.315,299640,0.628,0,5mcaY65WhtzFk1TFRGY6kY,0.000663,5,0.109,-11.904,0,People Who Died,47,1980,0.0725,190.668
88622,0.562,2002,0.0492,['Maroon 5'],0.446,251693,0.728,0,6cX1zmXxkfhSvHW82U5CW6,0,7,0.0316,-5.663,1,The Sun,47,2002-06-25,0.0463,79.648
164665,0.697,1990,0.509,['Los Bondadosos'],0.724,224427,0.473,0,5rRXxqaXQfB6KdoZt0BiIT,0,5,0.292,-7.294,1,Nos Estamos Amargando,27,1990-01-01,0.025,99.427
135704,0.647,1994,0.157,"['Warren G', 'The Twinz']",0.878,179933,0.52,1,1X07ZfF5KQt8dyJ5kAkVAQ,0,7,0.173,-12.609,1,Recognize,38,1994-06-07,0.403,90.744
97295,0.155,1963,0.942,['Jackie Gleason'],0.159,188520,0.0991,0,0GawkX7TkLhPcThgiULzAA,0.932,3,0.109,-20.784,1,La Dolce Vita,17,1963-04-29,0.0349,172.399
65621,0.723,1972,0.764,['Townes Van Zandt'],0.723,224000,0.308,0,2bgFyUfHmxNKAPSZGnSLB6,0.000689,5,0.0474,-14.496,1,Honky Tonkin',32,1972,0.0314,132.572
115231,0.811,1972,0.584,['Novos Baianos'],0.688,204507,0.921,0,6svLbrgArGrmY2YIb0WmUY,6.86E-05,7,0.355,-7.132,1,Tinindo Trincando,43,1972,0.0553,120.309
10547,0.591,1974,0.322,['David Allan Coe'],0.673,178960,0.419,0,6x6xWn1AQYWekIDREExqgN,0,2,0.0803,-11.115,1,Tennessee Whiskey,44,1974,0.0275,105.277
105060,0.408,2001,0.082,['Marco Antonio Solís'],0.645,287627,0.644,0,6Nem0AzyYa5IErIr7Wz1QC,0.000281,11,0.234,-4.273,1,O Me Voy O Te Vas,47,2001-01-01,0.0262,96.041
51732,0.45,1992,0.000104,['Dream Theater'],0.28,572133,0.907,0,6nRCTb5b0N5zp8WTeY6xFZ,0.00536,2,0.337,-9.29,1,"Metropolis - Part I: ""The Miracle and the Sleeper""",52,1992-06-30,0.0586,104.896
47586,0.355,1971,0.7,['The Rolling Stones'],0.344,165213,0.284,0,11jhd8YqszjkyZ963TiQ69,0.00126,7,0.173,-10.929,1,As Tears Go By - Mono Version,40,1971-12-20,0.0293,111.898
121743,0.691,2004,0.249,"['Floros Floridis', 'Peter Kowald', 'Gunter Baby Sommer']",0.635,125027,0.715,0,7AwZp2QS2ZIx86A86zPGwo,1.61E-05,2,0.235,-13.344,1,Aphorism I,0,2004-03-01,0.402,115.238
146668,0.747,1975,0.397,"['Rufus', 'Chaka Khan']",0.659,281573,0.617,0,5byLOyeQnyqjiIQOEEpLkI,0.00104,3,0.0714,-8.111,1,Fool's Paradise,22,1975-01-01,0.0376,121.383
127652,0.0391,1954,0.859,"['Modest Mussorgsky', 'Fritz Reiner']",0.442,133213,0.206,0,0EdNXWqStdj3lCckIXGBMp,0.893,1,0.128,-18.971,1,Pictures at an Exhibition: Samuel Goldenberg and Schmuyle,0,1954,0.0491,113.323
163582,0.391,1985,0.000145,['The Jesus and Mary Chain'],0.464,167000,0.319,0,71ipVnuH2x4QCIjfvNYQCB,0.419,7,0.0898,-18.417,1,Cut Dead,21,1985-11-18,0.03,104.733
88829,0.054,2003,0.797,['Radiohead'],0.372,258360,0.295,0,5olWalQH1oVza5D6xJg4oX,0.552,9,0.0977,-10.949,0,Sail To The Moon,50,2003,0.0315,111.871
164888,0.421,1991,0.00231,['Screeching Weasel'],0.279,138213,0.967,0,4EXgrKs3PUWRlttsRTnLda,2.83E-06,1,0.33,-3.333,1,I Can See Clearly,30,1991-09-01,0.0659,104.312
96168,0.728,1957,0.778,['Mickey & Sylvia'],0.664,140320,0.591,0,6zOAo7qse6OYabWFRv447P,4.16E-06,7,0.167,-7.843,1,Where Is My Honey?,18,1957,0.0358,129.025
164072,0.492,1987,0.611,['Townes Van Zandt'],0.506,232107,0.145,0,58U7iuOHVZBWvMJ5oWXXbI,2.09E-05,4,0.0971,-20.627,1,Snowin' On Raton,25,1987,0.0347,77.744
51424,0.401,1991,2.94E-05,['The Reverend Horton Heat'],0.192,159307,0.963,0,6WZhyyH5Sgq2Coniznbk2B,0.703,4,0.358,-9.316,0,Psychobilly Freakout,46,1991-11-01,0.0915,161.436
11094,0.17,1977,0.747,['José José'],0.416,234773,0.369,0,7wUt1v2ddVqPayC8EKDp5P,1.43E-05,9,0.123,-11.675,0,El Amar y el Querer,68,1977-05-07,0.031,66.302
89309,0.76,2005,0.93,['Jean-Yves Thibaudet'],0.539,74067,0.11,0,5mI1Sopbvu5PbSokfYzH5y,0.000309,7,0.231,-19.938,0,"Another Dance - From ""Pride & Prejudice"" Soundtrack",45,2005-01-01,0.0452,99.938
45178,0.114,1959,0.887,['Frank Sinatra'],0.175,200960,0.0878,0,74zCqI1errV9tRO6nrMfmH,7.68E-05,5,0.104,-19.114,1,Stormy Weather - Remastered,21,Jul-59,0.0457,84.05
122234,0.541,2007,0.0214,['Puscifer'],0.703,279092,0.882,0,6SUnoDnmFVceYuQd0DNy3P,0.102,7,0.12,-5.146,1,Rev 22-20,45,2007-10-19,0.0522,116.005
16283,0.581,2003,0.108,['Linkin Park'],0.579,196907,0.849,0,6n8TMVyFKoUmDc4apxceRD,0,4,0.0909,-5.218,0,Breaking the Habit,66,2003-03-24,0.0303,100.021
38885,0.743,1927,0.993,['Ignacio Corsini'],0.564,150587,0.115,0,792eDdNbZGvvgvoQRXXrjY,0.893,5,0.112,-24.445,0,Bartolito - Remasterizado,0,1927-05-14,0.0628,120.431
162630,0.91,1980,0.101,['Ramón Torres'],0.8,279032,0.532,0,08wGK1M24WXU6VzoFsUjFJ,0,9,0.11,-8.169,1,De Higuey a la Capital,26,1980,0.0685,135.685
139689,0.722,2014,0.181,"['Mystery Skulls', 'Nile Rodgers', 'Brandy']",0.67,268787,0.906,0,50rdn3WBWEzRLavq6tQD4K,0.000299,0,0.394,-3.693,0,Magic (feat. Nile Rodgers and Brandy),51,2014-10-27,0.0615,115.996
25851,0.476,1956,0.748,['Ella Fitzgerald'],0.601,164120,0.285,0,5SyAXpY2mdhjZI2qIK7zPR,0,0,0.0468,-11.117,1,It's DeLovely,28,1956-01-01,0.0668,74.237
120591,0.459,1998,0.0381,['Lisahall'],0.659,293853,0.431,0,1rQNBmvqhZUNJbHGnyajjJ,0.0146,9,0.233,-8.974,1,Is This Real?,37,1998-10-06,0.0311,145.941
8511,0.543,1964,0.461,['Sonny Rollins'],0.611,235827,0.405,0,5bUNvFQYiAqJWZ4cQ9MlSZ,0.596,7,0.06,-10.607,1,St. Thomas,41,1964,0.0819,110.744
114391,0.933,1967,0.432,['Jackie Wilson'],0.602,161760,0.725,0,1EsFcGTvnuqvlrpsrvqNQv,0,8,0.049,-5.32,1,I've Lost You,25,1967,0.0286,126.815
125055,0.699,1930,0.975,"['Francisco Canaro', 'Ada Falcón']",0.679,163493,0.307,0,5KFqQoFGN8r6AmZojJTolX,0.443,9,0.105,-6.872,1,Chirimoya - Remasterizado,0,1930-11-13,0.0612,118.638
19435,0.303,2019,0.621,['Jason Aldean'],0.512,178147,0.58,0,4TCc369aRPRubv1m8R1TBG,1.72E-05,3,0.513,-6.658,0,Got What I Got,78,2019-11-22,0.029,159.847
111152,0.0881,1951,0.986,"['Johannes Brahms', 'Eugene Ormandy', 'Philadelphia Orchestra']",0.322,947493,0.239,0,1ktlDsFxU7FRPFxCMvYXFP,0.892,10,0.115,-14.343,1,"Piano Concerto No. 2 in B-Flat Major, Op. 83: I. Allegro non troppo",0,1951,0.0321,103.286
3691,0.687,1940,0.81,"['Duke Ellington', 'Duke Ellington Orchestra']",0.604,290893,0.274,0,75PgyChpz9Qbz08jmPRBrt,0.847,1,0.378,-19.637,1,You Took Advantage of Me,6,1940-01-01,0.291,171.157
12406,0.594,1983,0.000372,['Night Ranger'],0.384,255160,0.778,0,1anccAjNKZNKlTbHGheeCA,0.000114,11,0.191,-12.719,0,(You Can Still) Rock In America,46,1983-01-01,0.0567,164.768
3302,0.873,1938,0.976,['Benny Goodman'],0.502,152827,0.378,0,14QjweJpVfnkgXSxWrm9VX,0.838,8,0.14,-13.082,1,Let's Dance,6,1938,0.0578,203.258
101797,0.622,1985,0.529,['Steely Dan'],0.647,272133,0.459,0,6H79ujATiSlGOGrM4mJNSs,0.000175,2,0.0949,-14.027,1,Rikki Don't Lose That Number,26,1985-01-01,0.0377,116.123
94931,0.495,1951,0.995,['Balgandharva'],0.468,168960,0.301,0,192d3TJD9oP0YdTebkHbCJ,0.906,6,0.488,-15.298,0,Vishnumay Jag,0,1951-12-31,0.0395,91.571
77365,0.266,1945,0.992,['M. S. Subbulakshmi'],0.356,200293,0.273,0,25VEJXPNMlnrQPwec3Aryd,0,7,0.389,-8.397,1,Udal Uruga,0,1945-11-03,0.0347,137.602
32923,0.67,1992,0.0241,['Arrested Development'],0.822,272707,0.661,0,1aaoIHFT9UqhlaEwLAhh00,3.95E-06,1,0.315,-10.234,0,Tennessee,53,1992-03-24,0.164,99.883
12889,0.376,1986,8.57E-05,['Megadeth'],0.322,244160,0.932,0,5a2hIQWInPjqkkFiUEgxoX,0.817,4,0.0969,-4.252,0,Peace Sells - Remastered,58,1986,0.163,138.042
2308,0.66,1933,0.932,"['Billie Holiday', 'Teddy Wilson']",0.66,172467,0.246,0,5LsP6SHlDYcJaRc5eNzI7c,2.82E-06,2,0.158,-14.43,0,You Let Me Down (with Teddy Wilson & His Orchestra),16,1933,0.0515,101.028
